fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
6.5,0.32,0.12,11.5,33,35.0,165.0,9.974,3.22,0.32,white
7.3,0.19,0.24,6.3,54,34.0,231.0,9.964,3.36,0.54,white
7.3,0.17,0.23,6.3,51,35.0,240.0,9.963,3.36,0.54,white
7.7,0.44,0.24,11.2,31,41.0,167.0,9.948,3.12,0.43,white
7.7,0.44,0.24,11.2,31,41.0,167.0,9.948,3.12,0.43,white
7.4,0.49,0.24,15.1,0.03,34.0,153.0,9.953,3.13,0.51,white
7.7,0.44,0.24,11.2,31,41.0,167.0,9.948,3.12,0.43,white
7.4,0.49,0.24,15.1,0.03,34.0,153.0,9.953,3.13,0.51,white
6.4,0.21,0.3,5.6,44,43.0,160.0,9.949,3.6,0.41,white
8.0,0.55,0.42,12.6,211,37.0,213.0,9.988,2.99,0.56,white
7.0,0.19,0.23,5.7,123,27.0,104.0,9.954,03.04,0.54,white
7.2,0.24,0.29,2.2,37,37.0,102.0,992,3.27,0.64,white
6.5,0.34,0.36,11.0,52,53.0,247.0,9.984,3.44,0.55,white
7.0,0.19,0.23,5.7,123,27.0,104.0,9.954,03.04,0.54,white
6.9,0.18,0.33,1.0,54,24.0,164.0,9.926,3.42,0.51,white
7.2,0.24,0.29,2.2,37,37.0,102.0,992,3.27,0.64,white
8.2,0.18,0.31,11.8,39,96.0,249.0,9.976,03.07,0.52,white
8.3,0.28,0.45,7.8,59,32.0,139.0,9.972,3.33,0.77,white
6.1,0.34,0.46,4.7,29,21.0,94.0,991,3.29,0.62,white
7.4,0.44,0.2,11.5,49,44.0,157.0,998,3.27,0.44,white
7.6,0.26,0.58,7.9,41,62.0,180.0,9.966,03.07,0.38,white
7.4,0.44,0.2,11.5,49,44.0,157.0,998,3.27,0.44,white
8.7,0.49,0.57,17.8,52,34.0,243.0,1.2007,2.98,0.82,white
7.0,0.24,0.25,1.7,42,48.0,189.0,992,3.25,0.42,white
7.1,0.25,0.25,1.6,46,50.0,181.0,9.925,3.2,0.42,white
6.1,0.34,0.46,4.7,29,21.0,94.0,991,3.29,0.62,white
6.4,0.18,0.31,1.6,49,36.0,127.0,9.934,3.6,0.67,white
8.3,0.27,0.39,2.4,58,16.0,107.0,9.955,3.28,0.59,white
6.8,0.24,0.35,6.4,48,44.0,172.0,9.944,3.29,0.55,white
8.0,0.22,0.28,14.0,53,83.0,197.0,9.981,3.14,0.45,white
10.0,0.91,0.42,1.6,56,34.0,181.0,9.968,3.11,0.46,white
8.9,0.34,0.34,1.6,56,13.0,176.0,9.946,3.14,0.47,white
8.9,0.33,0.34,1.4,56,14.0,171.0,9.946,3.13,0.47,white
8.0,0.22,0.28,14.0,53,83.0,197.0,9.981,3.14,0.45,white
6.7,0.18,0.19,4.7,46,57.0,161.0,9.946,3.32,0.66,white
7.8,0.2,0.28,10.2,54,78.0,186.0,997,3.14,0.46,white
7.3,0.13,0.31,2.3,54,22.0,104.0,9.924,3.24,0.92,white
6.6,0.28,0.3,7.8,49,57.0,202.0,9.958,3.24,0.39,white
7.1,0.25,0.3,2.4,42,25.0,122.0,994,3.43,0.61,white
7.6,0.36,0.44,8.3,255,28.0,142.0,9.958,3.12,0.43,white
7.6,0.27,0.25,13.9,0.05,45.0,199.0,9.984,3.34,0.5,white
6.9,0.37,0.28,13.8,31,34.0,137.0,9.948,3.1,0.37,white
7.4,0.21,0.27,7.3,31,41.0,144.0,9.932,3.15,0.38,white
8.2,0.18,0.28,8.5,35,41.0,140.0,9.952,03.04,0.37,white
6.3,0.19,0.21,1.8,49,35.0,163.0,9.924,3.31,0.5,white
7.0,0.21,0.22,5.1,48,38.0,168.0,9.945,3.34,0.49,white
5.8,0.33,0.2,16.05,47,26.0,166.0,9.976,03.09,0.46,white
5.8,0.33,0.2,16.05,47,26.0,166.0,9.976,03.09,0.46,white
7.9,0.29,0.31,7.35,34,37.0,154.0,9.938,03.06,0.31,white
6.6,0.31,0.38,16.05,58,16.0,165.0,9.997,3.38,0.6,white
8.0,0.19,0.3,2.0,53,48.0,140.0,994,3.18,0.49,white
8.0,0.2,0.36,1.2,32,21.0,78.0,9.921,03.08,0.37,white
8.0,0.25,0.26,14.0,43,41.0,248.0,9.986,03.03,0.57,white
7.2,0.2,0.61,16.2,43,14.0,103.0,9.987,03.06,0.36,white
7.7,0.3,0.42,14.3,45,45.0,213.0,9.991,3.18,0.63,white
7.2,0.2,0.61,16.2,43,14.0,103.0,9.987,03.06,0.36,white
7.7,0.3,0.42,14.3,45,45.0,213.0,9.991,3.18,0.63,white
7.7,0.3,0.42,14.3,45,45.0,213.0,9.991,3.18,0.63,white
6.4,0.22,0.32,7.9,29,34.0,124.0,9.948,3.4,0.39,white
7.2,0.2,0.61,16.2,43,14.0,103.0,9.987,03.06,0.36,white
7.0,0.53,0.02,1.0,36,39.0,107.0,993,3.2,0.32,white
7.3,0.24,0.41,13.6,0.05,41.0,178.0,9.988,3.37,0.43,white
7.2,0.24,0.4,17.85,49,50.0,185.0,1.0,3.34,0.42,white
7.6,0.15,0.4,1.3,36,24.0,112.0,9.932,3.14,0.76,white
7.7,0.3,0.42,14.3,45,45.0,213.0,9.991,3.18,0.63,white
7.6,0.33,0.41,13.7,45,44.0,197.0,9.989,3.18,0.64,white
6.8,0.24,0.31,18.3,46,40.0,142.0,1.0,3.3,0.41,white
6.8,0.24,0.31,18.3,46,40.0,142.0,1.0,3.3,0.41,white
6.8,0.35,0.44,6.5,56,31.0,161.0,9.952,3.14,0.44,white
7.9,0.26,0.33,10.3,39,73.0,212.0,9.969,2.93,0.49,white
7.5,0.29,0.67,8.1,37,53.0,166.0,9.966,2.9,0.41,white
7.5,0.29,0.67,8.1,37,53.0,166.0,9.966,2.9,0.41,white
7.2,0.31,0.41,8.6,53,15.0,89.0,9.976,3.29,0.64,white
6.7,0.44,0.31,1.9,0.03,41.0,104.0,0.99,3.29,0.62,white
10.0,0.23,0.27,14.1,33,45.0,166.0,9.988,2.72,0.43,white
7.4,0.21,0.3,7.9,39,14.0,118.0,9.942,2.96,0.34,white
8.8,0.23,0.35,10.7,0.04,26.0,183.0,9.984,2.93,0.49,white
7.8,0.34,0.27,1.2,0.04,25.0,106.0,9.932,03.01,0.55,white
7.9,0.26,0.33,10.3,39,73.0,212.0,9.969,2.93,0.49,white
7.5,0.29,0.67,8.1,37,53.0,166.0,9.966,2.9,0.41,white
6.0,0.28,0.35,1.9,37,16.0,120.0,9.933,3.16,0.69,white
7.9,0.37,0.3,2.7,29,64.0,158.0,9.916,3.12,0.59,white
7.2,0.36,0.36,5.7,38,26.0,98.0,9.914,2.93,0.59,white
7.6,0.13,0.34,9.3,62,40.0,126.0,9.966,3.21,0.39,white
6.6,0.25,0.36,8.1,45,54.0,180.0,9.958,03.08,0.42,white
7.1,0.18,0.26,1.3,41,20.0,71.0,9.926,03.04,0.74,white
7.9,0.3,0.27,8.5,36,20.0,112.0,9.939,2.96,0.46,white
8.3,0.23,0.3,2.1,49,21.0,153.0,9.953,03.09,0.5,white
6.8,0.43,0.3,3.5,33,27.0,135.0,9.906,3.0,0.37,white
7.2,0.36,0.36,5.7,38,26.0,98.0,9.914,2.93,0.59,white
6.6,0.25,0.36,8.1,45,54.0,180.0,9.958,03.08,0.42,white
7.1,0.18,0.26,1.3,41,20.0,71.0,9.926,03.04,0.74,white
6.6,0.35,0.29,14.4,44,54.0,177.0,9.991,3.17,0.58,white
7.3,0.22,0.5,13.7,49,56.0,189.0,9.994,3.24,0.66,white
8.1,0.26,0.33,11.1,52,52.5,158.0,9.976,03.03,0.49,white
7.6,0.13,0.34,9.3,62,40.0,126.0,9.966,3.21,0.39,white
7.0,0.12,0.19,4.9,55,27.0,127.0,9.953,3.29,0.41,white
8.2,0.37,0.27,1.7,28,10.0,59.0,9.923,2.97,0.48,white
7.6,0.26,0.36,1.6,32,6.0,106.0,993,3.15,0.4,white
6.3,0.2,0.58,1.4,204,15.0,97.0,9.931,3.16,0.43,white
6.3,0.22,0.57,1.4,208,14.0,96.0,9.932,3.16,0.43,white
7.1,0.25,0.28,1.6,52,46.0,169.0,9.926,03.05,0.41,white
7.0,0.27,0.32,6.8,47,47.0,193.0,9.938,3.23,0.39,white
8.8,0.34,0.33,9.7,36,46.0,172.0,9.966,03.08,0.4,white
9.2,0.27,0.34,10.5,43,49.0,228.0,9.974,03.04,0.41,white
7.1,0.49,0.22,2.0,47,146.5,307.5,9.924,3.24,0.37,white
9.2,0.71,0.23,6.2,42,15.0,93.0,9.948,2.89,0.34,white
7.2,0.47,0.65,8.3,83,27.0,182.0,9.964,3.0,0.35,white
6.8,0.28,0.36,1.6,0.04,25.0,87.0,9.924,3.23,0.66,white
8.8,0.34,0.33,9.7,36,46.0,172.0,9.966,03.08,0.4,white
9.2,0.27,0.34,10.5,43,49.0,228.0,9.974,03.04,0.41,white
7.3,0.13,0.27,4.6,0.08,34.0,172.0,9.938,3.23,0.39,white
7.2,0.16,0.35,1.2,31,27.0,84.0,9.928,3.33,0.34,white
6.8,0.31,0.32,7.6,52,35.0,143.0,9.959,3.14,0.38,white
8.3,0.36,0.57,15.0,52,35.0,256.0,1.2001,2.93,0.64,white
6.8,0.31,0.32,7.6,52,35.0,143.0,9.959,3.14,0.38,white
8.3,0.36,0.57,15.0,52,35.0,256.0,1.2001,2.93,0.64,white
6.3,0.25,0.44,11.6,41,48.0,195.0,9.968,3.18,0.52,white
6.0,0.45,0.42,1.1,51,61.0,197.0,9.932,03.02,0.4,white
8.1,0.26,0.3,7.8,49,39.0,152.0,9.954,2.99,0.58,white
6.4,0.22,0.32,12.0,66,57.0,158.0,9.992,3.6,0.43,white
5.7,0.45,0.42,1.1,51,61.0,197.0,9.932,03.02,0.4,white
7.2,0.19,0.31,1.4,46,37.0,135.0,9.939,3.34,0.57,white
6.7,0.31,0.44,6.7,54,29.0,160.0,9.952,03.04,0.44,white
8.0,0.25,0.13,17.2,36,49.0,219.0,9.996,2.96,0.46,white
9.9,1.005,0.46,1.4,46,34.0,185.0,9.966,03.02,0.49,white
8.1,0.31,0.36,8.2,28,29.0,142.0,9.925,03.01,0.34,white
8.1,0.24,0.38,4.3,44,49.0,172.0,996,3.37,0.74,white
8.0,0.25,0.13,17.2,36,49.0,219.0,9.996,2.96,0.46,white
6.4,0.29,0.28,11.1,63,66.0,169.0,9.973,2.89,0.57,white
7.2,0.15,0.33,1.1,27,16.0,63.0,9.937,3.37,0.4,white
7.0,0.12,0.32,7.2,58,22.0,89.0,9.966,3.29,0.38,white
7.4,0.32,0.55,16.6,56,53.0,238.0,1.2017,2.96,0.58,white
8.5,0.17,0.31,1.0,24,13.0,91.0,993,2.79,0.37,white
8.5,0.17,0.31,1.0,24,13.0,91.0,993,2.79,0.37,white
9.5,0.21,0.47,1.3,39,21.0,123.0,9.959,2.9,0.64,white
8.2,0.21,0.48,1.4,41,11.0,99.0,9.958,3.17,0.57,white
7.4,0.32,0.55,16.6,56,53.0,238.0,1.2017,2.96,0.58,white
6.8,0.31,0.42,6.9,46,50.0,173.0,9.958,3.19,0.46,white
6.8,0.27,0.28,13.3,76,50.0,163.0,9.979,03.03,0.38,white
7.4,0.21,0.3,8.1,47,13.0,114.0,9.941,3.12,0.35,white
8.0,0.23,0.35,9.2,44,53.0,186.0,997,03.09,0.56,white
7.6,0.2,0.31,1.4,47,41.0,142.0,9.934,3.43,0.53,white
6.3,0.41,0.3,3.2,0.03,49.0,164.0,9.927,3.53,0.79,white
8.3,0.49,0.43,2.5,36,32.0,116.0,9.944,3.23,0.47,white
6.3,0.41,0.3,3.2,0.03,49.0,164.0,9.927,3.53,0.79,white
7.6,0.2,0.26,4.5,86,37.0,133.0,9.963,3.15,0.42,white
7.5,0.26,0.26,18.35,84,33.0,139.0,1.2011,3.17,0.39,white
7.5,0.26,0.26,18.35,84,33.0,139.0,1.2011,3.17,0.39,white
6.8,0.27,0.35,7.8,48,76.0,197.0,9.959,3.24,0.43,white
6.8,0.28,0.37,7.0,57,35.0,208.0,9.973,3.57,0.55,white
8.4,0.2,0.27,6.3,48,30.0,143.0,9.966,3.25,0.5,white
7.9,0.33,0.26,1.2,44,23.0,103.0,9.932,3.19,0.54,white
7.5,0.38,0.5,12.8,42,57.0,184.0,9.984,03.09,0.46,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
8.1,0.19,0.58,16.65,49,48.0,181.0,1.2006,3.2,0.62,white
7.6,0.16,0.41,1.9,47,27.0,151.0,9.937,3.2,0.53,white
8.1,0.22,0.28,7.7,43,57.0,176.0,9.954,3.12,0.55,white
8.0,0.22,0.32,10.4,43,63.0,201.0,997,3.11,0.53,white
7.1,0.33,0.3,3.3,34,30.0,102.0,9.912,03.08,0.31,white
6.4,0.43,0.27,1.1,54,5.0,110.0,9.939,3.24,0.52,white
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,white
7.0,0.12,0.28,6.3,57,17.0,103.0,9.957,3.5,0.44,white
7.4,0.3,0.22,5.25,53,33.0,180.0,9.926,3.13,0.45,white
7.0,0.28,0.33,14.6,43,47.0,168.0,9.994,3.34,0.67,white
8.4,0.2,0.38,11.8,55,51.0,170.0,1.2004,3.34,0.82,white
7.0,0.28,0.33,14.6,43,47.0,168.0,9.994,3.34,0.67,white
8.4,0.2,0.38,11.8,55,51.0,170.0,1.2004,3.34,0.82,white
8.4,0.2,0.38,11.8,55,51.0,170.0,1.2004,3.34,0.82,white
7.3,0.18,0.31,17.3,55,32.0,197.0,1.2002,3.13,0.46,white
6.8,0.31,0.09,1.4,0.04,56.0,145.0,9.922,3.19,0.46,white
6.7,0.31,0.08,1.3,38,58.0,147.0,9.922,3.18,0.46,white
7.6,0.17,0.35,1.6,47,43.0,154.0,9.934,3.36,0.69,white
7.4,0.3,0.22,5.25,53,33.0,180.0,9.926,3.13,0.45,white
7.4,0.26,0.31,2.4,43,58.0,178.0,9.941,3.42,0.68,white
7.0,0.28,0.33,14.6,43,47.0,168.0,9.994,3.34,0.67,white
8.4,0.2,0.38,11.8,55,51.0,170.0,1.2004,3.34,0.82,white
5.6,0.18,0.31,1.5,38,16.0,84.0,9.924,3.34,0.58,white
7.2,0.15,0.39,1.8,43,21.0,159.0,9.948,3.52,0.47,white
8.0,0.4,0.33,7.7,34,27.0,98.0,9.935,3.18,0.41,white
7.0,0.25,0.56,2.0,35,20.0,95.0,9.918,3.23,0.53,white
7.2,0.15,0.39,1.8,43,21.0,159.0,9.948,3.52,0.47,white
6.8,0.18,0.46,1.4,64,37.0,160.0,9.924,3.37,0.45,white
6.6,0.32,0.22,16.7,46,38.0,133.0,9.979,3.22,0.67,white
9.0,0.55,0.3,8.1,26,14.0,71.0,993,2.94,0.36,white
6.9,0.19,0.39,8.0,28,22.0,84.0,994,3.11,0.66,white
6.3,0.41,0.33,4.7,23,28.0,110.0,991,3.3,0.38,white
9.0,0.55,0.3,8.1,26,14.0,71.0,993,2.94,0.36,white
7.0,0.2,0.34,2.1,49,12.0,136.0,9.922,3.25,0.46,white
6.6,0.32,0.22,16.7,46,38.0,133.0,9.979,3.22,0.67,white
7.7,0.26,0.34,6.4,0.05,36.0,163.0,9.937,3.19,0.7,white
6.3,0.21,0.28,1.5,51,46.0,142.0,9.928,3.23,0.42,white
7.6,0.34,0.39,7.6,0.04,45.0,215.0,9.965,3.11,0.53,white
6.3,0.21,0.28,1.5,51,46.0,142.0,9.928,3.23,0.42,white
8.0,0.43,0.4,12.4,168,29.0,190.0,9.991,03.07,0.64,white
7.5,0.3,0.71,1.3,0.16,44.0,149.0,9.948,03.08,0.42,white
6.4,0.26,0.4,1.7,179,5.0,60.0,9.925,03.09,0.54,white
6.9,0.32,0.15,8.1,46,51.0,180.0,9.958,3.13,0.45,white
8.9,0.21,0.34,7.1,37,33.0,150.0,9.962,3.1,0.45,white
7.6,0.34,0.39,7.6,0.04,45.0,215.0,9.965,3.11,0.53,white
9.5,0.42,0.41,2.3,34,22.0,145.0,9.951,03.06,0.52,white
7.6,0.29,0.26,6.5,42,32.0,160.0,9.944,3.14,0.47,white
6.5,0.25,0.2,1.4,24,29.0,101.0,9.916,3.24,0.54,white
7.2,0.23,0.33,12.7,49,50.0,183.0,9.987,3.41,0.4,white
7.9,0.35,0.36,1.6,38,11.0,124.0,9.928,3.25,0.48,white
8.8,0.2,0.28,1.1,18,18.0,72.0,9.926,2.97,0.35,white
5.7,0.27,0.32,1.2,46,20.0,155.0,9.934,3.8,0.41,white
7.6,0.29,0.26,6.5,42,32.0,160.0,9.944,3.14,0.47,white
5.5,0.14,0.27,4.6,29,22.0,104.0,9.949,3.34,0.44,white
8.7,0.24,0.35,0.6,42,11.0,71.0,9.926,03.08,0.38,white
6.7,0.3,0.45,10.6,32,56.0,212.0,997,3.22,0.59,white
5.5,0.14,0.27,4.6,29,22.0,104.0,9.949,3.34,0.44,white
5.6,0.13,0.27,4.8,28,22.0,104.0,9.948,3.34,0.45,white
7.4,0.18,0.34,2.7,0.03,30.0,107.0,992,2.97,0.53,white
5.7,385,0.04,12.6,34,22.0,115.0,9.964,3.28,0.63,white
8.7,0.24,0.35,0.6,42,11.0,71.0,9.926,03.08,0.38,white
8.3,0.33,0.43,9.2,46,22.0,126.0,9.982,3.38,0.47,white
6.8,0.34,0.44,6.6,52,28.0,156.0,9.955,3.14,0.41,white
6.8,0.33,0.44,7.0,0.05,29.0,155.0,9.955,3.14,0.42,white
6.3,0.28,0.24,8.45,31,32.0,172.0,9.958,3.39,0.57,white
11.8,0.23,0.38,11.1,34,15.0,123.0,9.997,2.93,0.55,white
6.8,0.21,0.27,18.15,42,41.0,146.0,1.2001,3.3,0.36,white
6.8,0.21,0.27,18.15,42,41.0,146.0,1.2001,3.3,0.36,white
8.6,485,0.29,4.1,26,19.0,101.0,9.918,03.01,0.38,white
8.6,485,0.29,4.1,26,19.0,101.0,9.918,03.01,0.38,white
7.3,0.29,0.29,4.6,29,27.0,155.0,9.931,03.07,0.26,white
6.8,0.21,0.27,18.15,42,41.0,146.0,1.2001,3.3,0.36,white
6.7,0.31,0.31,4.9,31,20.0,151.0,9.926,3.36,0.82,white
7.3,0.29,0.37,8.3,44,45.0,227.0,9.966,3.12,0.47,white
5.7,0.46,0.46,1.4,0.04,31.0,169.0,9.932,3.13,0.47,white
6.8,0.28,0.44,11.5,0.04,58.0,223.0,9.969,3.22,0.56,white
6.7,0.23,0.33,1.8,36,23.0,96.0,9.925,3.32,0.4,white
6.9,0.17,0.25,1.6,47,34.0,132.0,9.914,3.16,0.48,white
7.6,0.18,0.36,2.4,49,38.0,123.0,996,3.6,0.46,white
6.6,0.22,0.28,4.9,42,51.0,180.0,9.952,3.3,0.75,white
7.8,0.27,0.28,1.8,0.05,21.0,127.0,9.934,3.15,0.44,white
7.7,0.28,0.29,4.3,51,25.0,142.0,9.939,3.16,0.39,white
7.6,0.29,0.29,4.4,51,26.0,146.0,9.939,3.16,0.39,white
5.7,0.32,0.18,1.4,29,26.0,104.0,9.906,3.44,0.37,white
7.1,0.33,0.25,1.6,0.03,25.0,126.0,9.901,3.22,0.34,white
7.3,0.34,0.3,1.3,57,25.0,173.0,9.948,3.26,0.51,white
6.5,0.19,0.26,5.2,0.04,31.0,140.0,995,3.26,0.68,white
6.6,0.23,0.27,5.6,43,43.0,164.0,9.953,3.27,0.76,white
6.6,0.27,0.29,5.3,45,57.0,189.0,9.953,3.31,0.79,white
6.6,0.22,0.28,4.9,42,51.0,180.0,9.952,3.3,0.75,white
7.6,0.18,0.36,2.4,49,38.0,123.0,996,3.6,0.46,white
6.8,0.36,0.32,1.6,39,10.0,124.0,9.948,3.3,0.67,white
7.0,0.22,0.39,2.1,55,39.0,198.0,9.951,3.52,0.54,white
5.9,0.17,0.3,1.4,42,25.0,119.0,9.931,3.68,0.72,white
7.4,0.45,0.32,7.1,44,17.0,117.0,9.962,3.32,0.41,white
6.8,0.36,0.32,1.6,39,10.0,124.0,9.948,3.3,0.67,white
7.5,0.42,0.14,10.7,46,18.0,95.0,9.959,3.22,0.33,white
7.5,0.33,0.32,11.1,36,25.0,119.0,9.962,3.15,0.34,white
9.4,0.3,0.32,10.7,29,14.0,111.0,9.958,2.85,0.42,white
7.9,0.17,0.32,1.6,53,47.0,150.0,9.948,3.29,0.76,white
7.9,0.17,0.32,1.6,53,47.0,150.0,9.948,3.29,0.76,white
8.2,0.17,0.32,1.5,0.05,17.0,101.0,994,3.14,0.58,white
8.3,0.17,0.31,1.5,49,48.0,153.0,9.942,3.12,0.58,white
8.7,0.15,0.3,1.6,46,29.0,130.0,9.942,3.22,0.38,white
7.9,0.17,0.32,1.6,53,47.0,150.0,9.948,3.29,0.76,white
7.2,0.25,0.19,8.0,44,51.0,172.0,9.964,3.16,0.44,white
7.2,0.24,0.19,7.7,45,53.0,176.0,9.958,3.17,0.38,white
5.3,0.76,0.03,2.7,43,27.0,93.0,9.932,3.34,0.38,white
6.6,0.22,0.53,15.1,52,22.0,136.0,9.986,2.94,0.35,white
6.6,0.22,0.53,15.1,52,22.0,136.0,9.986,2.94,0.35,white
8.4,0.28,0.4,8.9,48,33.0,146.0,9.988,3.4,0.46,white
6.8,0.32,0.34,6.0,0.05,5.0,129.0,9.953,3.19,0.4,white
6.7,0.24,0.33,12.3,46,31.0,145.0,9.983,3.36,0.4,white
7.4,0.18,0.36,13.1,56,72.0,163.0,1.0,3.42,0.35,white
6.0,0.16,0.3,6.7,43,43.0,153.0,9.951,3.63,0.46,white
6.7,0.24,0.33,12.3,46,31.0,145.0,9.983,3.36,0.4,white
6.8,0.28,0.35,2.3,42,16.0,85.0,9.906,3.19,0.56,white
6.2,0.34,0.3,11.1,47,28.0,237.0,9.981,3.18,0.49,white
6.0,0.27,0.15,1.5,56,35.0,128.0,9.936,3.12,0.45,white
6.0,0.16,0.3,6.7,43,43.0,153.0,9.951,3.63,0.46,white
6.8,0.32,0.34,6.0,0.05,5.0,129.0,9.953,3.19,0.4,white
8.5,0.24,0.47,15.2,57,40.0,234.0,1.2005,03.02,0.66,white
8.1,0.24,0.33,10.2,48,46.0,141.0,9.972,3.16,0.48,white
7.4,0.18,0.36,13.1,56,72.0,163.0,1.0,3.42,0.35,white
7.7,0.23,0.31,10.7,38,59.0,186.0,9.969,3.12,0.55,white
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.2001,3.3,0.37,white
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.2001,3.3,0.37,white
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.2001,3.3,0.37,white
5.7,0.33,0.15,1.9,0.05,20.0,93.0,9.934,3.38,0.62,white
7.7,0.23,0.31,10.7,38,59.0,186.0,9.969,3.12,0.55,white
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.2001,3.3,0.37,white
6.8,0.2,0.27,1.2,34,19.0,68.0,9.902,3.14,0.37,white
7.7,0.26,0.32,1.2,0.04,26.0,117.0,993,3.21,0.56,white
6.4,0.2,0.32,3.1,41,18.0,126.0,9.914,3.43,0.42,white
8.0,0.16,0.36,1.5,33,14.0,122.0,9.941,3.2,0.39,white
6.8,0.25,0.27,10.7,76,47.0,154.0,9.967,03.05,0.38,white
7.7,0.39,0.28,4.9,35,36.0,109.0,9.918,3.19,0.58,white
6.9,0.26,0.33,12.6,51,59.0,173.0,998,3.39,0.38,white
6.8,0.25,0.27,10.7,76,47.0,154.0,9.967,03.05,0.38,white
7.7,0.39,0.28,4.9,35,36.0,109.0,9.918,3.19,0.58,white
6.0,0.28,0.22,12.15,48,42.0,163.0,9.957,3.2,0.46,white
6.5,0.43,0.28,12.0,56,23.0,174.0,9.986,3.31,0.55,white
9.1,0.33,0.38,1.7,62,50.5,344.0,9.958,3.1,0.7,white
5.9,0.5,0.05,2.6,54,36.0,146.0,9.948,3.43,0.5,white
6.8,0.28,0.39,1.4,36,15.0,115.0,9.918,3.27,0.72,white
7.0,0.35,0.24,1.9,0.04,21.0,144.0,9.923,3.35,0.38,white
7.1,0.22,0.32,16.9,56,49.0,158.0,9.998,3.37,0.38,white
7.1,0.22,0.32,16.9,56,49.0,158.0,9.998,3.37,0.38,white
8.3,0.24,0.27,2.1,0.03,22.0,162.0,9.914,2.99,0.68,white
6.8,0.26,0.32,7.0,41,38.0,118.0,9.939,3.25,0.52,white
7.2,0.16,0.26,7.1,54,41.0,224.0,9.966,3.38,0.55,white
7.9,0.18,0.36,5.9,58,31.0,132.0,995,3.25,0.52,white
7.2,0.16,0.26,7.1,54,41.0,224.0,9.966,3.38,0.55,white
5.5,0.24,0.32,8.7,0.06,19.0,102.0,994,3.27,0.31,white
7.1,0.33,0.64,13.2,56,12.0,105.0,9.972,03.05,0.39,white
7.7,0.28,0.35,15.3,56,31.0,117.0,9.998,3.27,0.5,white
7.7,0.28,0.35,15.3,56,31.0,117.0,9.998,3.27,0.5,white
7.5,0.26,0.52,13.2,47,64.0,179.0,9.982,3.1,0.46,white
6.5,0.14,0.32,2.7,37,18.0,89.0,9.924,3.4,0.74,white
8.2,0.21,0.32,10.65,53,53.0,145.0,9.972,3.17,0.48,white
7.2,0.2,0.31,10.0,54,49.0,165.0,997,3.4,0.42,white
7.2,115,0.3,6.8,56,26.0,105.0,9.954,3.44,0.4,white
6.4,0.29,0.2,15.6,0.04,20.0,142.0,9.962,3.1,0.54,white
7.1,0.33,0.64,13.2,56,12.0,105.0,9.972,03.05,0.39,white
6.8,0.24,0.34,5.1,38,31.0,99.0,9.921,3.24,0.46,white
7.0,0.24,0.34,3.0,35,36.0,102.0,9.905,3.18,0.43,white
7.7,0.28,0.35,15.3,56,31.0,117.0,9.998,3.27,0.5,white
7.0,0.22,0.33,2.1,52,15.0,76.0,993,3.2,0.41,white
7.5,0.18,0.39,1.9,54,23.0,91.0,9.941,3.27,0.45,white
9.8,0.93,0.45,8.6,52,34.0,187.0,9.994,3.12,0.59,white
7.8,0.29,0.33,8.75,35,33.0,181.0,9.962,3.11,0.46,white
7.9,0.28,0.32,3.6,38,9.0,76.0,992,03.05,0.31,white
8.5,0.25,0.27,4.7,31,31.0,92.0,9.922,03.01,0.33,white
7.4,0.18,0.27,1.3,48,26.0,105.0,994,3.52,0.66,white
6.3,0.24,0.37,1.8,31,6.0,61.0,9.897,3.3,0.34,white
6.0,0.33,0.38,9.7,0.04,29.0,124.0,9.954,3.47,0.48,white
6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,white
9.9,0.49,0.23,2.4,87,19.0,115.0,9.948,2.77,0.44,white
8.5,0.25,0.27,4.7,31,31.0,92.0,9.922,03.01,0.33,white
8.4,0.22,0.28,18.8,28,55.0,130.0,998,2.96,0.35,white
7.0,0.35,0.31,1.8,69,15.0,162.0,9.944,3.18,0.47,white
7.0,0.35,0.31,1.8,69,15.0,162.0,9.944,3.18,0.47,white
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
6.9,0.32,0.13,7.8,42,11.0,117.0,996,3.23,0.37,white
7.6,0.32,0.58,16.75,0.05,43.0,163.0,9.999,3.15,0.54,white
